abstract,web_url,snippet,lead_paragraph,print_page,source,multimedia,headline,keywords,pub_date,document_type,news_desk,section_name,byline,type_of_material,_id,word_count,uri
,https://www.nytimes.com/1851/09/23/archives/fires-in-utica.html,,,2,The New York Times,[],"{'main': 'Fires in Utica.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Fires in Utica.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/1f6dc343-c90e-5595-a517-45818d55683d,0,nyt://article/1f6dc343-c90e-5595-a517-45818d55683d
,https://www.nytimes.com/1851/09/22/archives/markets.html,,,2,The New York Times,[],"{'main': 'Markets...', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Markets...', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/2207a6f6-03b9-54c1-aa89-010dd0a401de,0,nyt://article/2207a6f6-03b9-54c1-aa89-010dd0a401de
"The amount to be raised in the County of Cayuga, under the present School Law raising $800,000 in the State, will be $12,266 39. This amount must be levied by the Supervisors at their annual session this fall.--Auburn Daily Advertiser. This levy is under the school law of last session. which supercedes the Free School Law of 1849.  ",https://www.nytimes.com/1851/09/23/archives/article-1-no-title.html,,,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/28332f8e-83b0-58c0-81fa-c3a7f463ef15,0,nyt://article/28332f8e-83b0-58c0-81fa-c3a7f463ef15
"Intelligence from Sydney to the 23d May--three days later--has been received by way of San Francisco. The accounts of rich discoveries of gold have been confirmed. In the County of Bathurst, New South Wales, a placer had been opened, and extensive gold-washing operations prosecuted with success.  ",https://www.nytimes.com/1851/09/22/archives/australia.html,,,4,The New York Times,[],"{'main': 'AUSTRALIA.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'AUSTRALIA.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/2e3c5165-2d10-5f2f-987f-8204a5d6046c,0,nyt://article/2e3c5165-2d10-5f2f-987f-8204a5d6046c
,https://www.nytimes.com/1851/09/23/archives/marine-disaster.html,,,2,The New York Times,[],"{'main': 'Marine Disaster.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Marine Disaster.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/356b21e9-414e-5625-b5af-76655c7f03b4,0,nyt://article/356b21e9-414e-5625-b5af-76655c7f03b4
,https://www.nytimes.com/1851/09/22/archives/serious-railroad-accident.html,,,2,The New York Times,[],"{'main': 'Serious Railroad Accident.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Serious Railroad Accident.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/36b73178-c5f3-5f62-b214-fe1e1ddc7e60,0,nyt://article/36b73178-c5f3-5f62-b214-fe1e1ddc7e60
,https://www.nytimes.com/1851/09/23/archives/later-from-aux-cayes.html,,,2,The New York Times,[],"{'main': 'Later from Aux Cayes.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Later from Aux Cayes.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/38e116ce-6749-5867-9fd4-1d252213242d,0,nyt://article/38e116ce-6749-5867-9fd4-1d252213242d
,https://www.nytimes.com/1851/09/22/archives/died.html,,,3,The New York Times,[],"{'main': 'DIED.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'DIED.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/399005eb-dc3a-5335-85a4-bf4e97288f9f,0,nyt://article/399005eb-dc3a-5335-85a4-bf4e97288f9f
,https://www.nytimes.com/1851/09/22/archives/article-11-no-title.html,,,2,The New York Times,[],"{'main': 'Article 11 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 11 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/3e8f85dd-20e8-52fc-aa14-74427c0523fe,0,nyt://article/3e8f85dd-20e8-52fc-aa14-74427c0523fe
,https://www.nytimes.com/1851/09/23/archives/fire-at-pawtucket-r-i.html,,,2,The New York Times,[],"{'main': 'Fire at Pawtucket, R. I.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Fire at Pawtucket, R. I.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/3f973f7a-cb2f-5cf7-ba69-6ccc5a95be82,0,nyt://article/3f973f7a-cb2f-5cf7-ba69-6ccc5a95be82
,https://www.nytimes.com/1851/09/23/archives/financial.html,,,4,The New York Times,[],"{'main': 'FINANCIAL.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FINANCIAL.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/40d91789-c5f4-5a38-86a2-661883cadbd6,0,nyt://article/40d91789-c5f4-5a38-86a2-661883cadbd6
,https://www.nytimes.com/1851/09/22/archives/snap-shots-at-books-talk-and-town.html,,,2,The New York Times,[],"{'main': 'SNAP SHOTS AT; Books, Talk and Town.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'SNAP SHOTS AT; Books, Talk and Town.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/43eea6e2-323f-5612-9698-52b838e7e799,0,nyt://article/43eea6e2-323f-5612-9698-52b838e7e799
,https://www.nytimes.com/1851/09/23/archives/sailing-of-the-steamship-union.html,,,2,The New York Times,[],"{'main': 'Sailing of the Steamship Union.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Sailing of the Steamship Union.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4bed24ca-05eb-5b41-b9ed-24786945f284,0,nyt://article/4bed24ca-05eb-5b41-b9ed-24786945f284
,https://www.nytimes.com/1851/09/22/archives/insurance.html,,,3,The New York Times,[],"{'main': 'INSURANCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INSURANCE.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4db11074-b427-53bf-b5c5-05cec77d45b2,0,nyt://article/4db11074-b427-53bf-b5c5-05cec77d45b2
"Gen. QUITMAN, if rumor wrongs him not, is likely to be handed down to posterity, as the Kidd or Lafitte of the 19th century. As yet, not a buccaneer in person, he is secretly regarded as the prolific cause of buccaneering in others.  ",https://www.nytimes.com/1851/09/22/archives/article-4-no-title.html,,,2,The New York Times,[],"{'main': 'Article 4 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 4 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/4e4c26ff-0685-5cde-8b58-4951f226bb0f,0,nyt://article/4e4c26ff-0685-5cde-8b58-4951f226bb0f
"The State Fair has ended and the crowd has departed. All declare it the greatest ever held. The receipts exceeded those of any previous Fair by about $3,000. The receipts of admission to the Fair grounds have realized $14,000.  ",https://www.nytimes.com/1851/09/22/archives/close-of-the-state-fairtrouble-between-the-committees.html,,,2,The New York Times,[],"{'main': 'Close of the State Fair--Trouble between the Committees.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Close of the State Fair--Trouble between the Committees.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5428bcb4-ef69-5236-939d-60ba21add845,0,nyt://article/5428bcb4-ef69-5236-939d-60ba21add845
,https://www.nytimes.com/1851/09/22/archives/departure-of-lord-elgin-direct-for-canada.html,,,2,The New York Times,[],"{'main': 'Departure of Lord Elgin, Direct for Canada.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Departure of Lord Elgin, Direct for Canada.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5444e2c7-f004-53fd-bcd1-cef5299f2895,0,nyt://article/5444e2c7-f004-53fd-bcd1-cef5299f2895
,https://www.nytimes.com/1851/09/22/archives/marine-intelligence.html,,,4,The New York Times,[],"{'main': 'MARINE INTELLIGENCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'MARINE INTELLIGENCE.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/547196af-24cd-5fa1-b82e-23e077941d0e,0,nyt://article/547196af-24cd-5fa1-b82e-23e077941d0e
Declines Candidacy for Governor,https://www.nytimes.com/1851/09/23/archives/the-resignation-of-general-quitman.html,Declines Candidacy for Governor,,4,The New York Times,[],"{'main': 'The Resignation of General Quitman.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Resignation of General Quitman.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/54bb5654-d460-5859-9888-899d44d84ade,0,nyt://article/54bb5654-d460-5859-9888-899d44d84ade
"The United States Mail Steamer Illinois, Lieut. H. J. HARTSTEINE, arrived at this port Saturday morning at about two o'clock, having left Chagres on the 9th inst. She touched at Norfolk, Va., from which place the leading items of her news have been already telegraphed.  ",https://www.nytimes.com/1851/09/22/archives/two-weeks-later-from-california-arrival-of-the-steamer-illinois.html,,,4,The New York Times,[],"{'main': 'TWO WEEKS LATER FROM CALIFORNIA.; ARRIVAL OF THE STEAMER ILLINOIS. LATER FROM OREGON.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'TWO WEEKS LATER FROM CALIFORNIA.; ARRIVAL OF THE STEAMER ILLINOIS. LATER FROM OREGON.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5c656961-465a-5c35-8ed3-fed63cccf0c7,0,nyt://article/5c656961-465a-5c35-8ed3-fed63cccf0c7
"MY DEAR R.:-.While stopping at Boston for a few hours, I comply with your request to throw together some impressions and general views of the Missionary Cause, as exhibited at the recent important meeting in Portland, Maine.  ",https://www.nytimes.com/1851/09/22/archives/the-missionary-cause-meeting-of-the-american-board-at-portland.html,,,3,The New York Times,[],"{'main': 'THE MISSIONARY CAUSE.; Meeting of the American Board at Portland.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'THE MISSIONARY CAUSE.; Meeting of the American Board at Portland.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of The New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/5ce42142-4e0b-5459-bec9-f846db9a894c,0,nyt://article/5ce42142-4e0b-5459-bec9-f846db9a894c
"By way of San Francisco, we have letters from the Sandwich Islands to the 11th July. The King had prorogued the Hawaiian Parliament until April. The Representatives have published a long address to the Makaainans of the Hawaiian, Islands, in which they review their acts during the session.  ",https://www.nytimes.com/1851/09/22/archives/from-the-sandwich-islands.html,,,4,The New York Times,[],"{'main': 'FROM THE SANDWICH ISLANDS.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FROM THE SANDWICH ISLANDS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/5e4a8ef4-1445-5cf6-af8d-e816a09fe12e,0,nyt://article/5e4a8ef4-1445-5cf6-af8d-e816a09fe12e
"NEUTRALITY, in the technical language of the press, implies very decided leaning towards the extreme vagaries of Locofocoism. The rule is apparantly without exception.  ",https://www.nytimes.com/1851/09/23/archives/article-5-no-title.html,,,2,The New York Times,[],"{'main': 'Article 5 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 5 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/616268d3-61e4-5f78-bea3-567b408a8aa2,0,nyt://article/616268d3-61e4-5f78-bea3-567b408a8aa2
PENNSYLVANIA.--It has usually been the prescriptive right to the State of New-York to decide the event of a Presidential election; while the election of candidates was the business of the more active intriguers outside.  ,https://www.nytimes.com/1851/09/23/archives/article-3-no-title.html,,,2,The New York Times,[],"{'main': 'Article 3 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 3 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/61e119bb-a522-5274-8497-01486a78cd51,0,nyt://article/61e119bb-a522-5274-8497-01486a78cd51
,https://www.nytimes.com/1851/09/22/archives/article-10-no-title.html,,,2,The New York Times,[],"{'main': 'Article 10 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 10 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/637dac7b-0773-5b1e-9c57-a50cf352f73d,0,nyt://article/637dac7b-0773-5b1e-9c57-a50cf352f73d
,https://www.nytimes.com/1851/09/22/archives/severe-gale-at-newfoundland.html,,,2,The New York Times,[],"{'main': 'Severe Gale at Newfoundland.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Severe Gale at Newfoundland.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/664a0667-3de2-55b1-a914-4af503811082,0,nyt://article/664a0667-3de2-55b1-a914-4af503811082
Reasons for consolidating City and Districts,https://www.nytimes.com/1851/09/22/archives/untitled.html,Reasons for consolidating City and Districts,,1,The New York Times,[],"{'main': 'Untitled', 'kicker': None, 'content_kicker': None, 'print_headline': 'Untitled', 'name': None, 'seo': None, 'sub': None}","[{'name': 'glocations', 'value': 'Philadelphia', 'rank': 1, 'major': 'N'}]",1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/67709888-99f3-5b4c-afdd-b8e776c5b102,0,nyt://article/67709888-99f3-5b4c-afdd-b8e776c5b102
,https://www.nytimes.com/1851/09/22/archives/article-1-no-title.html,,,2,The New York Times,[],"{'main': 'Article 1 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 1 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6b65572f-6304-5170-9dd5-1ac461fe60fa,0,nyt://article/6b65572f-6304-5170-9dd5-1ac461fe60fa
,https://www.nytimes.com/1851/09/22/archives/death-of-dudley-leavitt.html,,,2,The New York Times,[],"{'main': 'Death of Dudley Leavitt.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Death of Dudley Leavitt.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6ba1bd09-cebe-5029-a1a8-b372e5717ded,0,nyt://article/6ba1bd09-cebe-5029-a1a8-b372e5717ded
,https://www.nytimes.com/1851/09/22/archives/fire-at-east-cambridgeviolent-storm.html,,,2,The New York Times,[],"{'main': 'Fire at East Cambridge--Violent Storm.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Fire at East Cambridge--Violent Storm.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6d9cdf6b-bbdb-527b-a757-239555895888,0,nyt://article/6d9cdf6b-bbdb-527b-a757-239555895888
History of the Fillibustier prisoners,https://www.nytimes.com/1851/09/23/archives/the-cuban-expedition-a-new-history-of-the-cuban-invasion-by-one-of.html,History of the Fillibustier prisoners,,3,The New York Times,[],"{'main': 'THE CUBAN EXPEDITION.; A New History of the Cuban Invasion. BY ONE OF THE RELEASED PRISONERS.', 'kicker': None, 'content_kicker': None, 'print_headline': 'THE CUBAN EXPEDITION.; A New History of the Cuban Invasion. BY ONE OF THE RELEASED PRISONERS.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/6dbe165c-1ce5-5e9e-96ac-42105a6d5a72,0,nyt://article/6dbe165c-1ce5-5e9e-96ac-42105a6d5a72
,https://www.nytimes.com/1851/09/22/archives/the-late-hon-frederick-whittlesey.html,,,2,The New York Times,[],"{'main': 'The Late Hon. Frederick Whittlesey.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Late Hon. Frederick Whittlesey.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/731d8dc9-a288-5de2-b5bf-3eabed9c0bd7,0,nyt://article/731d8dc9-a288-5de2-b5bf-3eabed9c0bd7
Letter of Ashbel Smith of Texas to Lond Times,https://www.nytimes.com/1851/09/23/archives/the-cuban-movement.html,Letter of Ashbel Smith of Texas to Lond Times,,2,The New York Times,[],"{'main': 'The Cuban Movement.', 'kicker': None, 'content_kicker': None, 'print_headline': 'The Cuban Movement.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/771d17d9-d4ae-5ad1-bf2d-cd006d8e0a9f,0,nyt://article/771d17d9-d4ae-5ad1-bf2d-cd006d8e0a9f
,https://www.nytimes.com/1851/09/22/archives/article-9-no-title.html,,,2,The New York Times,[],"{'main': 'Article 9 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 9 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/77d392ae-93e7-5dca-8eea-8b692b50bb0a,0,nyt://article/77d392ae-93e7-5dca-8eea-8b692b50bb0a
,https://www.nytimes.com/1851/09/23/archives/insurance.html,,,3,The New York Times,[],"{'main': 'INSURANCE.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'INSURANCE.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/785d9042-bced-5b7c-bdb5-3a39c5be903c,0,nyt://article/785d9042-bced-5b7c-bdb5-3a39c5be903c
""" Henry W. Longfellow, the American poet enjoys a high reputation in the old as well as new world. We see it stated that his works are published in Great Britian by no less than eight rival houses, and at the railroad depots, boys are crying his writings in neat volumes at one shilling each.  ",https://www.nytimes.com/1851/09/23/archives/article-4-no-title.html,,,2,The New York Times,[],"{'main': 'Article 4 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 4 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/7c862876-a473-5c2f-a854-fa3f51a35a36,0,nyt://article/7c862876-a473-5c2f-a854-fa3f51a35a36
"EXTRAORDINARY MUSICAL PRODIGY.--Count Orlow has just presented to the Emperor of Russia, an extraordinary musical phenomenon, in the person of a young Wallachian, called Frederick Roltz. This man has been born with four hands, each having five fingers.  ",https://www.nytimes.com/1851/09/22/archives/article-13-no-title.html,,,2,The New York Times,[],"{'main': 'Article 13 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 13 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/824f4fa0-721f-5ba0-98f1-dc3a751ef8ba,0,nyt://article/824f4fa0-721f-5ba0-98f1-dc3a751ef8ba
appd. U.S Justice,https://www.nytimes.com/1851/09/23/archives/article-10-no-title.html,appd. U.S Justice,,4,The New York Times,[],"{'main': 'Article 10 -- No Title', 'kicker': None, 'content_kicker': None, 'print_headline': 'Article 10 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/833c6964-0ccd-5510-bbb4-fdc7cd7e8a78,0,nyt://article/833c6964-0ccd-5510-bbb4-fdc7cd7e8a78
,https://www.nytimes.com/1851/09/23/archives/article-6-no-title.html,,,2,The New York Times,[],"{'main': 'Article 6 -- No Title', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Article 6 -- No Title', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/840415fd-e98b-5319-ac0b-ded2bf1eba0a,0,nyt://article/840415fd-e98b-5319-ac0b-ded2bf1eba0a
"We have received by the Illinois advices from Oregon City to the 5th of August. Emigrants still continued to pour in. The Oregon Spectator mentions the arrival, on the 1st., of Mr. F. L. RAYMOND, of Indiana, one of a company of packers.  ",https://www.nytimes.com/1851/09/22/archives/from-oregon.html,,,4,The New York Times,[],"{'main': 'FROM OREGON.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'FROM OREGON.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/84d6e519-3650-535e-8b67-b8c3efdcd0c9,0,nyt://article/84d6e519-3650-535e-8b67-b8c3efdcd0c9
,https://www.nytimes.com/1851/09/23/archives/extensive-fire-at-cincinnatiloss-100000.html,,,2,The New York Times,[],"{'main': 'Extensive Fire at Cincinnati--Loss $100,000..', 'kicker': '1', 'content_kicker': None, 'print_headline': 'Extensive Fire at Cincinnati--Loss $100,000..', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8799313d-fd69-5447-813d-c4b361202818,0,nyt://article/8799313d-fd69-5447-813d-c4b361202818
"MEETING OF THE WHIG GENERAL COMMITTEE.--There was a large attendance of delegates present at the meeting of the Whig General Committee, Friday evening, at the City Hotel, and the utmost unanimity and good feeling prevailed.  ",https://www.nytimes.com/1851/09/22/archives/brooklyn.html,,,1,The New York Times,[],"{'main': 'BROOKLYN.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'BROOKLYN.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/8b1c3652-7c0c-5925-9bb1-d86093133183,0,nyt://article/8b1c3652-7c0c-5925-9bb1-d86093133183
"This is indeed Boston's gala day. At an early hour the sound of the life and drum, the tramp of horses, and the noisy hum of the busy crowd gave notice that the ""people"" were astir, and that the final preparations for the grand procession were being consummated.  ",https://www.nytimes.com/1851/09/22/archives/the-railroad-jubileeclosing-daythe-weather.html,,,2,The New York Times,[],"{'main': 'The Railroad Jubilee--Closing Day--The Weather.', 'kicker': '1', 'content_kicker': None, 'print_headline': 'The Railroad Jubilee--Closing Day--The Weather.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-22T05:00:00+0000,article,None,Archives,"{'original': 'Correspondence of the New-York Daily Times', 'person': [{'firstname': None, 'middlename': None, 'lastname': None, 'qualifier': None, 'title': None, 'role': 'reported', 'organization': '', 'rank': 1}], 'organization': None}",Archives,nyt://article/8d799941-7463-5ed5-9e9e-842ad12a5037,0,nyt://article/8d799941-7463-5ed5-9e9e-842ad12a5037
Her first appearance in New York,https://www.nytimes.com/1851/09/23/archives/newyork-city-amusements-this-evening-the-concert-tonight-serenade.html,Her first appearance in New York,,1,The New York Times,[],"{'main': 'NEW-YORK CITY.; AMUSEMENTS THIS EVENING. THE CONCERT TO-NIGHT. SERENADE TO MISS CATHERINE HAYES. THE COMMON COUNCIL. FIRE IN ANN-STREET FATAL ACCIDENT ON THE HUDSON RIVER RAILROAD. SERIOUS RAILROAD ACCIDENT. NATIONAL TEMPERANCE SOCIETY. STABBING ON BOARD OF A STEAMBOAT. PAINFUL ACCIDENT ALMOST A WRECK THE CORTLANDT-STREET SALE. ATTEMPTED SUICIDE WITH A KNIFE. PARADES. ACCIDENT ON SHIP-BOARD. HEAVY BAIL. LAUNCH THE CARLTON-HOUSE BURGLARS. ROBBERY AND ARSON. A POLISH HOUSE ROBBER. CHARGE OF HORSE-STEALING. ARREST OF AN ESCAPED CONVICT. OYER AND TERMINER COURT CALENDER.', 'kicker': None, 'content_kicker': None, 'print_headline': 'NEW-YORK CITY.; AMUSEMENTS THIS EVENING. THE CONCERT TO-NIGHT. SERENADE TO MISS CATHERINE HAYES. THE COMMON COUNCIL. FIRE IN ANN-STREET FATAL ACCIDENT ON THE HUDSON RIVER RAILROAD. SERIOUS RAILROAD ACCIDENT. NATIONAL TEMPERANCE SOCIETY. STABBING ON BOARD OF A STEAMBOAT. PAINFUL ACCIDENT ALMOST A WRECK THE CORTLANDT-STREET SALE. ATTEMPTED SUICIDE WITH A KNIFE. PARADES. ACCIDENT ON SHIP-BOARD. HEAVY BAIL. LAUNCH THE CARLTON-HOUSE BURGLARS. ROBBERY AND ARSON. A POLISH HOUSE ROBBER. CHARGE OF HORSE-STEALING. ARREST OF AN ESCAPED CONVICT. OYER AND TERMINER COURT CALENDER.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/9123d1f4-3def-5ca6-9b4d-2d9d4460de4d,0,nyt://article/9123d1f4-3def-5ca6-9b4d-2d9d4460de4d
annual meeting,https://www.nytimes.com/1851/09/23/archives/american-art-unionmeeting-of-the-association.html,annual meeting,,2,The New York Times,[],"{'main': 'American Art Union--Meeting of the Association.', 'kicker': None, 'content_kicker': None, 'print_headline': 'American Art Union--Meeting of the Association.', 'name': None, 'seo': None, 'sub': None}",[],1851-09-23T05:00:00+0000,article,None,Archives,"{'original': None, 'person': [], 'organization': None}",Archives,nyt://article/9236a8c5-d87b-5915-b0d8-a92fa447a149,0,nyt://article/9236a8c5-d87b-5915-b0d8-a92fa447a149
